age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,income_missing,join_year,join_month,join_day,join_weekday,education_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,transaction_quantile,transaction_cluster,income_standard,income_minmax,income_maxabs,debt_to_income,avg_monthly_transactions,spending_income_ratio,loan_log,loan_sqrt,loan_reciprocal,income_boxcox
51.0,Male,Graduate,Salaried,519785.35,39757.73,771.2,7,105,89.22,0,0,2018,8,15,2,3,1,False,True,False,True,False,False,False,0,0,3,-0.04278657076069885,0.16642386738069062,0.20664768396360506,0.0764885995948143,17.5,0.00017164744707128226,10.590584718610465,199.39340510658823,2.5151708819673062e-05,0.3096215225386205
28.0,Female,Post-Graduate,Salaried,219271.11,39383.46,796.4,1,412,8.26,0,0,2022,3,11,4,4,0,False,True,False,False,False,False,True,0,3,1,-0.8130103194939875,0.040892939009342065,0.08717419034920641,0.17960998323042543,68.66666666666667,3.767008946098982e-05,10.581126601239825,198.45266438120703,2.5390725174345414e-05,-1.1913315005919862
59.0,Other,Graduate,Salaried,405516.74,257888.03,718.0,1,299,60.71,1,0,2021,5,20,3,3,2,False,True,False,False,False,False,False,0,2,2,-0.3356592052047177,0.11869153796760337,0.16121865521887332,0.6359475913433529,49.833333333333336,0.0001497098499315961,12.460284655098146,507.8267716456075,3.877636826971663e-06,-0.10255916269926399
46.0,Male,Post-Graduate,Salaried,423413.38,45793.94,692.3,0,207,16.77,0,0,2018,12,22,5,4,1,False,True,False,False,False,False,False,0,1,0,-0.2897897743566816,0.1261673295771052,0.1683337060888727,0.10815395547028894,34.5,3.960659059335679e-05,10.731928883649529,213.995186861761,2.183647363660701e-05,-0.02975850921197555
54.0,Female,Secondary,Unemployed,698726.17,141433.11,700.7,5,396,30.3,0,0,2019,12,2,0,2,0,True,False,False,False,False,False,True,1,3,1,0.4158421756900806,0.24117109818789093,0.27778802298922084,0.20241535762807103,66.0,4.336456531381197e-05,11.859589233904824,376.0759364809187,7.070430181234217e-06,0.7813678569309683
23.0,Male,Secondary,Salaried,314933.79,71912.51,808.5,1,157,40.8,0,0,2024,12,9,0,2,1,False,False,False,False,False,False,False,0,1,0,-0.5678250397432741,0.08085319191080603,0.12520618040770168,0.22834095274135957,26.166666666666668,0.00012955062856028068,11.183219425919088,268.16507975498973,1.390559298245907e-05,-0.538206800085701
70.0,Female,Graduate,Salaried,255863.98,40930.19,722.9,2,114,10.71,0,0,2024,3,20,2,3,0,False,True,False,False,True,False,False,0,0,3,-0.7192220933243727,0.05617852728253694,0.10172217988966055,0.15996792527058606,19.0,4.185801433240297e-05,10.619647643092637,202.31211036415988,2.4431246684985214e-05,-0.9086141046525101
32.0,Female,Secondary,Salaried,430486.75,36052.08,817.0,0,326,15.51,0,0,2022,11,19,5,2,0,False,False,False,False,False,True,False,0,2,2,-0.2716605916677761,0.12912202051891894,0.17114581983605245,0.08374705203574317,54.333333333333336,3.602889977705521e-05,10.492747575956775,189.87385286026088,2.7736881287257563e-05,-0.0019540232284692705
21.0,Female,Primary,Salaried,300362.48,47089.28,642.3,2,270,24.89,0,0,2022,5,6,4,1,0,False,True,False,False,False,True,False,0,2,2,-0.605171586157031,0.07476645847718666,0.11941315937735576,0.15677431890188515,45.0,8.286626589890357e-05,10.759821889280657,217.00064516033126,2.1235804926197085e-05,-0.6216794991611019
64.0,Male,Secondary,Salaried,364358.83,69416.3,559.8,2,377,20.58,0,0,2021,4,29,3,2,1,False,True,False,False,False,True,False,0,2,1,-0.4411477162657153,0.10149903936213162,0.14485577238987,0.1905157876487098,62.833333333333336,5.648262597992758e-05,11.14789139496882,263.46973260699224,1.4405630872995636e-05,-0.2849955485534935
25.0,Male,Secondary,Salaried,421456.67,111437.14,619.8,4,156,55.84,0,0,2024,12,22,6,2,1,True,False,False,False,True,False,False,0,1,0,-0.2948048595366182,0.1253499718943095,0.16755578960914036,0.2644088551051877,26.0,0.00013249254664175408,11.621224917718562,333.82201844695624,8.973588396216951e-06,-0.037544373914977586
50.0,Male,Secondary,Salaried,351573.3,52591.29,629.3,2,468,42.57,0,0,2020,11,11,2,2,1,False,False,True,False,False,False,False,0,3,1,-0.47391727436100534,0.09615826266343097,0.13977271230988275,0.14958798182916103,78.0,0.00012108393588496088,10.870324810035436,229.3279093350829,1.90141939056086e-05,-0.3465357539364633
50.0,Male,Secondary,Salaried,788517.32,51231.6,824.4,2,87,9.35,0,0,2022,7,4,0,2,1,False,False,True,False,False,False,True,1,0,3,0.6459786116741889,0.27867869323240857,0.31348570701961653,0.06497198441755925,14.5,1.1857682647119727e-05,10.84413132715822,226.3439860036047,1.9518822000054654e-05,0.968256267465187
37.0,Male,Secondary,Salaried,1033619.28,39465.86,746.3,2,447,22.56,0,0,2021,9,12,6,2,1,True,False,False,True,False,False,False,1,3,1,1.274179626218713,0.38106278186806575,0.4109293005509467,0.03818216492424084,74.5,2.1826197140791394e-05,10.583216611400584,198.66016208590992,2.5337713717280776e-05,1.37469805199958
68.0,Male,Primary,Salaried,691948.65,31703.12,622.6,0,419,30.13,0,1,2018,12,31,0,1,1,False,False,False,False,False,False,False,1,3,1,0.39847126221351836,0.23833998982625262,0.27509352840406753,0.04581709088226289,69.83333333333333,4.3543630667346966e-05,10.364201919874462,178.05369976498662,3.154164190647777e-05,0.7661532640239123
67.0,Male,Graduate,Salaried,152860.6,29900.08,752.8,5,399,38.72,0,0,2020,12,3,3,3,1,False,False,True,False,True,False,False,0,3,1,-0.9832217276704838,0.013151914244875905,0.06077179543303221,0.1956022964564024,66.5,0.0002533010252411331,10.30564987912779,172.91639598372387,3.3443608056966504e-05,-1.8780680686325597
43.0,Male,Graduate,Salaried,300985.03,146037.72,668.3,1,138,27.56,0,0,2019,6,3,0,3,1,True,False,False,False,True,False,False,0,1,0,-0.6035759785918988,0.07502651031186042,0.1196606625354412,0.48519766847650697,23.0,9.156571153817337e-05,11.891627071009168,382.14881917912555,6.847499074218125e-06,-0.6180188463286161
35.0,Female,Graduate,Salaried,397443.76,50504.24,827.1,6,330,43.36,1,0,2022,6,15,2,3,0,True,False,False,False,False,True,False,0,2,2,-0.35635040745539587,0.11531928953730161,0.15800913301959532,0.12707235088468646,55.0,0.00010909692204773311,10.829832372256746,224.73148422061382,1.9799925710678734e-05,-0.1366164558387431
57.0,Male,Secondary,Salaried,146127.68,53734.3,650.0,3,164,21.1,0,0,2025,1,20,0,2,1,False,False,True,False,False,False,False,0,1,0,-1.000478330493436,0.010339436213052784,0.05809503218006204,0.3677190541925104,27.333333333333332,0.00014439328405621677,10.891825420213051,231.80660042371528,1.860974071048268e-05,-1.9664248598571414
41.0,Male,Secondary,Unemployed,261572.03,45861.04,541.5,3,43,45.57,0,0,2021,9,6,0,2,1,False,False,False,False,False,True,False,0,0,3,-0.7045922519266503,0.05856289620858209,0.10399149223647536,0.17532786159184685,7.166666666666667,0.0001742152086551125,10.733393038632316,214.1519087003429,2.1804525049474465e-05,-0.8687244501232071
48.0,Male,Graduate,Salaried,394408.33,58583.04,663.2,2,180,63.44,0,0,2024,2,12,0,3,1,True,False,False,True,False,False,False,0,1,0,-0.36413027264121034,0.11405132850521793,0.15680235683913227,0.1485336059367561,30.0,0.0001608481219244991,10.978217583520953,242.03933564608874,1.706949537792204e-05,-0.14962803755925813
22.0,Male,Graduate,Salaried,337937.27,94821.54,650.0,1,17,60.34,0,0,2022,7,4,0,3,1,False,True,False,False,False,True,False,0,0,3,-0.5088666802342164,0.09046221476500341,0.1343515244715602,0.28058834532117355,2.8333333333333335,0.00017855331981192897,11.459762423694881,307.9310637139423,1.0546015746888873e-05,-0.41506855126726755
31.0,Male,Graduate,Salaried,444715.53,52009.59,559.1,5,319,38.23,1,0,2020,9,8,1,3,1,False,False,False,True,False,False,False,0,2,2,-0.2351919561997821,0.13506567218411683,0.17680266344010492,0.11694998159839032,53.166666666666664,8.596487294951684e-05,10.859202630675089,228.05611151644237,1.922685360808251e-05,0.052421034292821106
59.0,Male,Secondary,Self-Employed,193204.21,82993.53,732.7,0,71,31.79,0,0,2024,7,23,1,2,1,False,False,False,False,True,False,False,0,0,3,-0.8798202830945668,0.03000426312908059,0.07681094230246771,0.42956155271382174,11.833333333333334,0.00016454007632609908,11.326529980992538,288.0859767499973,1.2048986842867837e-05,-1.4280557266438585
58.0,Female,Post-Graduate,Unemployed,335652.13,197352.34,808.2,2,444,46.65,0,0,2023,7,30,6,4,0,False,False,True,False,False,True,False,0,3,1,-0.5147235377900528,0.0895076651714184,0.1334430362109107,0.587965141275459,74.0,0.00013898276473691754,12.192751005194042,444.2435593230362,5.0670538436288946e-06,-0.42686384216276135
54.0,Male,Secondary,Unemployed,484632.35,41201.72,579.0,3,252,34.8,0,0,2020,7,10,4,2,1,False,False,True,False,False,True,False,0,1,2,-0.1328843825623003,0.15173974217904287,0.19267213418257986,0.08501627054762122,42.0,7.180686182657466e-05,10.626259552575908,202.98206817352118,2.4270242352932037e-05,0.1948922731744997
58.0,Female,Secondary,Self-Employed,445129.66,53764.69,767.5,1,45,37.86,0,0,2020,8,14,4,2,0,False,True,False,False,False,False,True,0,0,3,-0.23413053308364998,0.13523866273313848,0.17696730641313183,0.12078406371738133,7.5,8.50536783963612e-05,10.8923908103701,231.8721414918144,1.859922192015019e-05,0.05397358171664765
70.0,Female,Graduate,Salaried,578466.63,114547.19,625.4,2,188,39.33,0,0,2018,12,27,3,3,0,True,False,False,False,True,False,False,0,1,0,0.10761467299423196,0.19093623510216381,0.229977219134267,0.19801832299587793,31.333333333333332,6.798997551513815e-05,11.648750886796526,338.44820874101254,8.729950250632507e-06,0.48258414124381177
54.0,Female,Graduate,Salaried,558575.25,208586.13,677.8,1,39,71.27,0,0,2021,8,3,1,3,0,False,False,True,False,False,False,True,0,0,3,0.05663268534839405,0.1826271999030755,0.22206913244455945,0.3734246309255003,6.5,0.00012759224904388612,12.248112122617664,456.7123055053367,4.794159639667126e-06,0.42630501060025044
38.0,Male,Secondary,Salaried,346533.86,30649.84,668.3,2,426,23.07,1,0,2018,7,1,6,2,1,False,False,True,True,False,False,False,0,3,1,-0.4868334555320423,0.09405318577365793,0.13776921489604924,0.0884466284286666,71.0,6.657338889368879e-05,10.330415347187836,175.0709570431372,3.262553326434121e-05,-0.37150190046921827
50.0,Female,Secondary,Unemployed,475475.83,22235.32,677.8,1,341,103.76,0,0,2022,1,14,4,2,0,False,False,False,True,False,False,False,0,2,2,-0.1563527185711074,0.1479148769871278,0.18903183602649212,0.046764255578973214,56.833333333333336,0.00021822304148868833,10.009482267047341,149.11512331081647,4.497147009936896e-05,0.16343326191087518
35.0,Female,Graduate,Self-Employed,664843.08,73099.41,722.6,1,455,25.74,0,1,2023,11,15,2,3,0,False,False,True,False,True,False,False,1,3,1,0.3289991675235875,0.22701744029870083,0.2643173430748477,0.10994970429758509,75.83333333333333,3.871584447288754e-05,11.19958925447727,270.36902559279974,1.3679813834149493e-05,0.7035467951266123
47.0,Female,Secondary,Self-Employed,376195.04,68001.58,587.8,4,294,13.6,0,0,2019,7,17,2,2,0,False,False,True,True,False,False,False,0,2,2,-0.41081128349968593,0.10644326573123222,0.14956141748626767,0.18076102023827792,49.0,3.615136406007889e-05,11.127300924614966,260.7711257022142,1.4705324415632466e-05,-0.23019627200537518
48.0,Female,Primary,Salaried,234832.91,119386.15,796.4,3,80,38.79,0,0,2018,11,10,5,1,0,False,False,True,False,True,False,False,0,0,3,-0.7731251282530076,0.047393420321406525,0.09336099405251362,0.5083854797631228,13.333333333333334,0.0001651805737936229,11.6901268527085,345.52300936406533,8.37611082934805e-06,-1.0649316428623
58.0,Female,Secondary,Self-Employed,838403.41,107290.16,725.3,3,476,13.39,0,0,2023,8,31,3,2,0,False,False,True,True,False,False,False,1,3,1,0.7738376151258932,0.29951713067389774,0.33331859565431926,0.12796946046598204,79.33333333333333,1.5970812939784037e-05,11.583301539390781,327.5517669010503,9.32043236367283e-06,1.0618113669226588
53.0,Male,Graduate,Salaried,375458.57,71412.32,755.2,1,74,48.9,0,0,2025,3,8,5,3,1,False,False,False,False,False,False,False,0,0,3,-0.4126988702051598,0.10613562718865388,0.1492686238940499,0.19019975972379663,12.333333333333334,0.00013024038779994342,11.176239685550375,267.2308365439887,1.4002989918407377e-05,-0.23354786029818533
44.0,Male,Primary,Salaried,837658.74,152428.42,609.8,1,238,22.86,1,0,2019,2,7,3,1,1,False,True,False,False,False,True,False,1,1,0,0.7719290116634774,0.29920606682404394,0.33302254204138615,0.18196937577541927,39.666666666666664,2.7290317187740216e-05,11.93445694822339,390.4208242396914,6.560413337530248e-06,1.0604622800570904
35.0,Male,Post-Graduate,Salaried,533331.06,45400.92,579.7,3,15,59.5,1,0,2021,2,21,6,4,1,False,True,False,False,False,False,False,0,0,3,-0.008068656776143388,0.17208218677264048,0.2120329638664393,0.08512692824054116,2.5,0.00011156276635610466,10.72330967388411,213.07491640265872,2.2025500243161524e-05,0.35147263408929774
50.0,Male,Graduate,Salaried,260043.09,84804.73,786.4,5,372,18.77,1,0,2019,9,5,3,3,1,True,False,False,False,True,False,False,0,2,1,-0.7085109544093956,0.0579242267810565,0.1033836414959354,0.3261167365887838,62.0,7.218006761853346e-05,11.34811839025191,291.21251690131726,1.1791656059089404e-05,-0.8793104076676154
62.0,Male,Post-Graduate,Salaried,514352.42,31225.96,575.8,1,287,26.2,0,0,2023,2,20,0,4,1,False,False,True,False,True,False,False,0,2,2,-0.056711274332834204,0.16415442169094044,0.20448774928742308,0.06070915208457251,47.833333333333336,5.093773849117208e-05,10.349037103239985,176.70868682665264,3.202361036745172e-05,0.29248249460154835
37.0,Male,Post-Graduate,Unemployed,719154.11,71005.33,693.4,5,308,74.15,1,0,2022,6,2,3,4,1,False,False,False,False,False,False,False,1,2,2,0.4681993768852674,0.24970426544450477,0.2859094263514885,0.0987343745635069,51.333333333333336,0.00010310710300035274,11.170524306978965,266.4682532685648,1.4083251450962188e-05,0.8262199592809826
25.0,Female,Secondary,Salaried,422291.67,26296.94,771.7,1,28,66.22,0,0,2019,11,24,6,2,0,True,False,False,False,False,True,False,0,0,3,-0.29266473855535524,0.12569876842784508,0.16788775513319681,0.06227183625990951,4.666666666666667,0.0001568106782435982,10.17724588810194,162.1633127436659,3.802579213428885e-05,-0.0342167917081811
49.0,Male,Secondary,Salaried,462507.3,33486.9,668.6,2,278,33.57,0,0,2022,10,1,5,2,1,True,False,False,False,False,True,False,0,2,2,-0.1895913091688779,0.14249765745532894,0.18387602182566376,0.07240280877121558,46.333333333333336,7.258248122249915e-05,10.418939458537032,182.99426220513035,2.9861532075764678e-05,0.11766622137905255
24.0,Female,Secondary,Salaried,317783.5,241981.43,785.3,2,31,26.42,0,0,2022,9,22,3,2,0,False,True,False,False,False,False,True,0,0,3,-0.5605211784719988,0.082043573910305,0.12633912109459855,0.7614639165849814,5.166666666666667,8.313810144925257e-05,12.39662039919729,491.91608024133546,4.132531440402512e-06,-0.522400766356595
30.0,Male,Secondary,Salaried,448858.03,20390.49,655.6,1,58,13.2,0,0,2020,4,19,6,2,1,False,False,False,True,False,False,False,0,0,3,-0.22457464941549243,0.13679607893881277,0.17844957024657654,0.04542738061881032,9.666666666666666,2.9407896728734628e-05,9.922872935935434,142.79527303100758,4.9040065242902794e-05,0.0678767401528389
37.0,Male,Graduate,Self-Employed,510292.27,62839.79,565.0,2,59,7.67,0,0,2023,11,21,1,3,1,False,False,False,False,False,False,True,0,0,3,-0.06711751649100758,0.16245841421113874,0.20287358183532997,0.12314446161518061,9.833333333333334,1.5030572517642649e-05,11.048359663900975,250.678658844346,1.5913230880770277e-05,0.27953778762327314
30.0,Female,Secondary,Self-Employed,312609.63,130489.83,713.7,2,380,14.27,1,0,2024,7,8,0,2,0,False,False,False,False,False,True,False,0,2,1,-0.5737819063059234,0.07988234286723475,0.12428217921920946,0.4174196827535903,63.333333333333336,4.564783993429782e-05,11.779058235076725,361.2337608806796,7.663373740514947e-06,-0.5512199622400263
48.0,Female,Secondary,Self-Employed,231520.21,346261.28,697.8,2,237,72.22,0,0,2022,12,16,4,2,0,False,True,False,False,False,False,False,0,1,0,-0.7816156417555584,0.04600963795416906,0.09204398543988875,1.4955920453249187,39.5,0.00031193686314960086,12.754951801558763,588.4396995444818,2.8879842182059216e-06,-1.0910166469764602
40.0,Male,Secondary,Unemployed,958171.73,82780.89,850.0,2,281,39.81,0,0,2020,1,23,3,2,1,False,True,False,True,False,False,False,1,2,2,1.0808061115601655,0.34954680114501,0.3809341083658874,0.08639453765293445,46.833333333333336,4.1547832403871486e-05,11.323964596643922,287.71668356214593,1.2079936807434573e-05,1.2625253431338583
44.0,Female,Post-Graduate,Self-Employed,635693.82,86159.38,594.9,3,447,15.76,0,0,2023,12,22,4,4,0,False,True,False,False,False,False,False,1,3,1,0.2542890562489893,0.21484119976800978,0.2527286611925035,0.1355357591241659,74.5,2.4791770365534836e-05,11.363965722219803,293.5291808321619,1.1606262646473935e-05,0.6328614051529691
25.0,Female,Secondary,Salaried,318508.72,75190.47,657.3,0,375,47.82,0,0,2024,10,8,1,2,0,False,True,False,False,False,False,True,0,2,1,-0.5586624257318413,0.08234651309838964,0.12662744209742036,0.23606962449999958,62.5,0.00015013670540415535,11.227793072653101,274.20880729837984,1.32993809005197e-05,-0.5184042817812493
54.0,Male,Primary,Self-Employed,504737.79,153286.51,614.2,4,422,15.68,0,0,2021,12,29,2,1,1,False,True,False,False,True,False,False,0,3,1,-0.08135375503951733,0.16013819460683615,0.2006653233154964,0.30369472891116617,70.33333333333333,3.106557354151441e-05,11.94007058730717,391.5182115815304,6.52368872062701e-06,0.26163589945110666
26.0,Male,Primary,Salaried,182198.64,98932.44,667.2,1,124,57.64,0,0,2020,7,25,5,1,1,False,False,True,False,False,False,False,0,0,3,-0.9080277696427803,0.025407012032573957,0.07243552935325834,0.5429892177613523,20.666666666666668,0.0003163562782012083,11.502202579773787,314.53527624099655,1.0107805813686455e-05,-1.5392755602485948
22.0,Male,Post-Graduate,Salaried,135098.23,48895.4,624.6200000000001,0,229,23.75,0,0,2021,9,3,4,4,1,False,False,True,False,False,False,True,0,1,0,-1.0287470219386945,0.0057322099534074245,0.05371012541442815,0.3619221219839669,38.166666666666664,0.00017579670883394375,10.797459053121003,221.1230426708171,2.045140337529961e-05,-2.1217799982942656
33.0,Female,Graduate,Salaried,847867.67,159669.0,601.5,1,62,53.51,0,0,2022,8,21,6,3,0,False,False,False,False,False,False,True,1,0,3,0.7980946946446092,0.3034705451415377,0.33708124000247064,0.18831807996868194,10.333333333333334,6.31111891420637e-05,11.980864464333747,399.58603579204316,6.262917266862905e-06,1.0788384080712887
63.0,Female,Secondary,Self-Employed,507743.0,52916.29,722.1,0,259,7.44,0,0,2019,5,20,0,2,0,True,False,False,False,False,False,True,0,2,2,-0.07365134429209058,0.16139353212844865,0.20186008512693313,0.10421844472805193,43.166666666666664,1.465305350727926e-05,10.87648540754501,230.03541031762916,1.8897415192652532e-05,0.27134951392736445
63.0,Female,Secondary,Self-Employed,429930.36,23886.12,660.7,1,180,11.76,0,0,2024,2,16,4,2,0,False,False,False,False,True,False,False,0,1,0,-0.2730866298866563,0.1288896050658724,0.17092461947925033,0.05555798488391263,30.0,2.7353203543933153e-05,10.081094680520374,154.5513506896656,4.1863564967229204e-05,-0.004122042096150378
68.0,Male,Secondary,Salaried,508690.13,23939.21,801.1,1,58,53.07,1,0,2025,4,13,6,2,1,True,False,False,False,True,False,False,0,0,3,-0.07122383197474494,0.16178916765037385,0.20223662944645357,0.0470604038250087,9.666666666666666,0.00010432656846208425,10.083314751003316,154.72301057050305,4.177072799277868e-05,0.27439720391103894
31.0,Male,Primary,Self-Employed,2515321.44,63529.03,621.6,2,150,55.43,0,0,2023,5,24,2,1,1,False,True,False,False,True,False,False,4,1,0,5.071810620947652,1.0,1.0,0.025256813595635873,25.0,2.2036936147240033e-05,11.059267986478318,252.04965780575859,1.574058756150438e-05,2.6006895440003377
67.0,Male,Post-Graduate,Unemployed,745236.71,78600.17,847.5,2,263,76.03,0,0,2018,2,21,2,4,1,True,False,False,True,False,False,False,1,2,2,0.5350495798863327,0.26059949953503747,0.29627891614520646,0.10546993119819446,43.833333333333336,0.00010202113900006483,11.272141863802693,280.3572185623192,1.2722456930348492e-05,0.88140591025968
43.0,Female,Graduate,Salaried,236271.26,142762.9,704.8,0,156,40.67,1,0,2022,1,9,6,3,0,False,False,False,False,True,False,False,0,1,0,-0.769438609674086,0.04799424845794651,0.09393282951541972,0.6042304754692742,26.0,0.0001721319294952357,11.868947495807584,377.83978085955954,7.0045718840687315e-06,-1.0537370087959643
36.0,Female,Secondary,Salaried,161421.49,114527.64,794.4,2,389,23.35,0,0,2025,4,13,6,2,0,False,False,False,False,True,False,False,0,3,1,-0.9612800027515802,0.016727972635270295,0.0641752928405047,0.7094899849457161,64.83333333333333,0.0001446514670911098,11.648580201703254,338.4193256892992,8.731440450179099e-06,-1.7719686974683986
51.0,Female,Post-Graduate,Self-Employed,832943.81,77334.52,690.4,2,266,26.7,0,0,2021,11,6,5,4,0,True,False,False,False,True,False,False,1,2,2,0.7598445558333145,0.2972365443810944,0.33114805795954255,0.09284471080382864,44.333333333333336,3.205494491285683e-05,11.255908637442651,278.0908484650295,1.293066885694956e-05,1.0518883446113516
31.0,Male,Secondary,Salaried,739446.72,148458.0,609.7,3,23,39.95,0,0,2024,8,18,6,2,1,False,False,True,False,False,False,False,1,0,3,0.5202097247003413,0.2581809025994619,0.29397702744504894,0.2007687575262251,3.8333333333333335,5.4026808007468064e-05,11.908064104827755,385.302478580141,6.7358664681831345e-06,0.8693489845341238
36.0,Male,Graduate,Self-Employed,624706.03,73785.43,656.3,5,346,9.21,0,0,2023,6,23,4,3,1,False,True,False,False,True,False,False,1,2,2,0.22612714018107158,0.21025137574020528,0.24836031692235727,0.11811205326119027,57.666666666666664,1.4742910768908749e-05,11.208930118342668,271.63473636484713,1.3552627495326716e-05,0.6052445972329946
28.0,Female,Post-Graduate,Salaried,271650.77,29633.47,555.2,2,375,6.68,0,0,2024,8,19,0,4,0,False,True,False,True,False,False,False,0,2,1,-0.6787602484072559,0.06277299150727225,0.10799843140525213,0.10908623934237571,62.5,2.4590305448773625e-05,10.296693489803536,172.14374807119776,3.374448741617447e-05,-0.8006742395897485
24.0,Female,Secondary,Salaried,550163.75,25440.14,670.0,1,175,56.85,0,0,2019,1,24,3,2,0,False,False,False,False,False,False,True,0,1,0,0.03507384985870126,0.17911354476315403,0.21872502704863042,0.046240948733992863,29.166666666666668,0.00010333268352797957,10.144122827770817,159.49965517204103,3.930641472827082e-05,0.40180957269161255
60.0,Female,Graduate,Self-Employed,279093.59,178989.32,695.5,2,383,69.08,0,1,2022,7,31,6,3,0,False,False,True,False,False,False,False,0,3,1,-0.6596841582973593,0.06588200925066054,0.11095742498819555,0.6413213527356442,63.833333333333336,0.00024751465085725953,12.095087005148322,423.0712942282896,5.586894308027384e-06,-0.7522567905061951
24.0,Male,Secondary,Self-Employed,658466.64,15189.19,684.1,0,396,38.29,0,0,2019,11,5,1,2,1,True,False,False,False,False,True,False,1,3,1,0.3126562297633907,0.22435387123487147,0.261782303259022,0.02306748134198364,66.0,5.815016209452601e-05,9.62840510374069,123.24443192290677,6.583196128554021e-05,0.6883924966296798
45.0,Female,Secondary,Self-Employed,797784.78,63543.6,799.7,5,201,22.49,0,0,2023,3,5,6,2,0,False,True,False,False,True,False,False,1,1,0,0.6697312890263033,0.28254990032543803,0.3171701108706011,0.07964995314907718,33.5,2.8190525030416058e-05,11.059497300544608,252.07855918344185,1.5736978437192144e-05,0.9861416731909551
23.0,Male,Primary,Unemployed,319309.57,589632.92,666.6,1,440,20.98,0,0,2022,2,11,4,1,1,False,False,True,False,False,False,True,0,3,1,-0.5566098318541832,0.08268104448028421,0.12694583082788816,1.8465812766548881,73.33333333333333,6.570405733828354e-05,13.28725714873162,767.8755888814281,1.695967558989822e-06,-0.5140031470462616
52.0,Male,Secondary,Self-Employed,872472.22,100857.45,509.5,1,77,29.47,0,0,2024,9,17,1,2,1,False,True,False,False,False,False,True,1,0,3,0.861156627206925,0.3137483675956725,0.3468631110622585,0.1155994793742781,12.833333333333334,3.377754104590167e-05,11.521473327676025,317.5806196857736,9.914885664017245e-06,1.1221018714772404
23.0,Male,Graduate,Self-Employed,473975.75,63197.5,850.0,1,307,29.04,0,0,2019,8,16,4,3,1,False,False,True,False,False,False,False,0,2,2,-0.16019745232149424,0.14728826297033015,0.18843545896861597,0.1333345992182106,51.166666666666664,6.126882805960419e-05,11.054035845676074,251.39112951733202,1.5823160359818666e-05,0.15821313793672923
47.0,Female,Post-Graduate,Salaried,594290.73,22491.14,617.8,2,89,28.64,0,0,2024,12,27,4,4,0,False,False,True,False,False,True,False,0,0,3,0.14817214415543356,0.1975462844750024,0.23626830374411312,0.0378452851766926,14.833333333333334,4.819181986597727e-05,10.020921193828075,149.9704637587015,4.445997579598918e-05,0.5257909228094589
49.0,Male,Graduate,Salaried,201636.12,226876.11,767.2,1,288,39.85,0,0,2018,3,24,5,3,1,False,False,False,True,False,False,False,0,2,2,-0.8582091363842421,0.03352644394235473,0.08016316196946979,1.1251703555377104,48.0,0.00019763226136140013,12.332163784233487,476.31513727783204,4.4076725060540485e-06,-1.3476583066167205
52.0,Other,Post-Graduate,Salaried,508555.03,171044.58,544.6,3,306,16.44,0,0,2024,6,24,0,4,2,False,True,False,False,False,False,True,0,2,2,-0.0715700958604558,0.161732733624409,0.20218291861735177,0.33633379590445517,51.0,3.23268214910361e-05,12.049685349674338,413.57536193540346,5.8463948615334e-06,0.27396287569853967
70.0,Male,Graduate,Self-Employed,294976.03,118108.37,702.1,4,136,39.9,0,0,2019,2,18,0,3,1,True,False,False,False,False,False,True,0,0,0,-0.6189771605995745,0.07251642843160264,0.11727170345274043,0.4003985327264295,22.666666666666668,0.0001352647695991786,11.679366338581,343.6689831800362,8.466728761655406e-06,-0.6537208603937356
39.0,Male,Secondary,Salaried,588175.16,73101.79,608.5,2,124,14.03,0,0,2024,11,5,1,2,1,False,False,False,False,False,False,True,0,0,3,0.1324978211980895,0.19499168613177592,0.2338369763190187,0.12428553717648126,20.666666666666668,2.3853397934387546e-05,11.199621811904198,270.37342694872956,1.3679368461860348e-05,0.5092511458745481
41.0,Male,Secondary,Salaried,1066931.79,109142.38,461.59939,2,220,38.02,0,0,2018,7,17,1,2,1,False,False,False,False,False,False,True,1,1,0,1.35956022692474,0.3949780968517412,0.42417313868242623,0.10229545949187671,36.666666666666664,3.563485943664736e-05,11.600417709657785,330.3670383073953,9.162259772420461e-06,1.4212692841496408
25.0,Male,Primary,Salaried,526344.98,65904.71,654.5,2,140,7.41,0,0,2024,4,25,3,1,1,True,False,False,False,False,False,False,0,1,0,-0.025974113524385035,0.16916395864449413,0.2092555534373372,0.12521176660264416,23.333333333333332,1.4078192446724871e-05,11.095980363171003,256.7191266734912,1.5173192125538135e-05,0.330042762632914
38.0,Male,Graduate,Self-Employed,257683.42,37001.63,675.5,2,120,15.93,0,0,2022,9,9,4,3,1,False,False,False,False,False,True,False,0,0,3,-0.7145588337816791,0.056938544486100966,0.10244552282749199,0.1435928101512695,20.0,6.181980268733359e-05,10.518744270181303,192.35807755329643,2.7025106053272433e-05,-0.8957892150689603
48.0,Other,Post-Graduate,Unemployed,644274.18,142833.44,660.3,1,65,62.57,0,0,2024,6,3,0,4,2,False,False,True,False,False,False,True,1,0,3,0.2762806831505339,0.2184253911745814,0.2561398991613573,0.22169632547384488,10.833333333333334,9.711688722821822e-05,11.869441476279839,377.93311577579436,7.001112616817065e-06,0.6540488308250432
